track_name,artists,track_id
The Chair,['George Strait'],4sDiJmHNcm0wLTH8ns65va
She's Everything,['Brad Paisley'],3dAgQFdruU8ufWc5GE05xC
"Please Help Me, I'm Falling",['Hank Locklin'],0dc0eU5THc1uE0Q0KV73XN
Slow Hand,['Conway Twitty'],2h1Xj6D76ygKS3tu9DgIY5
City of New Orleans,['Willie Nelson'],15qBdyeOsal1QJvB3ysW9g
Tattoos on This Town,['Jason Aldean'],2SEsRxNSXidnMOZoTEzX1k
Life's a Dance,['John Michael Montgomery'],0NyMrtH8mUuvtJjEpESn7J
Singing the Blues,['Marty Robbins'],4vcHOxfV846dVjyToPFBRp
These Are My People,['Rodney Atkins'],5jFid6SUnYqohvNvNuZvIz
Wolverton Mountain,['Claude King'],7GjmzKbriJewFNDPJtVjey
Who's Cheatin' Who,['Alan Jackson'],7b7ch5lDx13Jwm2623CxJS
You're The Reason God Made Oklahoma,"['David Frizzell', 'Shelly West']",3iIwNPFbhF9XkhUzMQUIgy
Drunk On You,['Luke Bryan'],3b7CDTKB0SRTmQ6ytYi5vZ
Down at the Twist and Shout,['Mary Chapin Carpenter'],3NAIYVVGbZrw8yxXxByW8z
Only Daddy That'll Walk the Line,['Waylon Jennings'],2ejzZzYYXIeo5thfL506Xs
Tequila Makes Her Clothes Fall Off,['Joe Nichols'],33AQv3sfvHmtGfYNIJpi96
"Old Dogs, Children And Watermelon Wine",['Tom T. Hall'],0TD22Pd8CsaLwMWMhzUusU
Sold (The Grundy County Auction Incident),['John Michael Montgomery'],0NLBwQBYJhEM9t3KAMPFVR
As She's Walking Away (feat. Alan Jackson) - Greatest Hits Version,"['Zac Brown Band', 'Alan Jackson']",1jxR2ZtJo0O3Zq993R4MV7
Honky Tonk Blues,['Hank Williams'],2fxjDPEGxXpPvp7uiSi5qN
Just A Kiss,['Lady A'],2nRvKHh2mtOfIQ4jcAkP9q
Whiskey River,['Willie Nelson'],6gS6XQ4OqMddkgzHNz40E5
Brand New Man - with Luke Combs,"['Brooks & Dunn', 'Luke Combs']",001UkMQHw4zXfFNdKpwXAF
For the Good Times,['Ray Price'],4cIGNFaKpoVuJfVvixS0mU
I Got A Feelin',['Billy Currington'],1tF370eYXUcWwkIvaq3IGz
Satin Sheets,['Jeanne Pruett'],1xDm4Oo1aY0yXtrnYUAAUb
Don't Ya,['Brett Eldredge'],3Qe097eJNp9MfpT2PieEw0
Through The Years,['Kenny Rogers'],4pP5xVUYEZljcmfyYFQXsx
I Don't Wanna Play House,['Tammy Wynette'],0mSywazXcVFQZRk2Gg9ImX
Austin,['Blake Shelton'],2WQAknZHrJAEQOFXe0F44P
Anymore,['Travis Tritt'],4DkA3DNGcEAh5SztzpTxPh
Two Dollars In The Jukebox,['Eddie Rabbitt'],33hOsZJnkQvDcmglaJoh79
Nothing On But The Radio,['Gary Allan'],3SRuODYNV4j2ckkJ9Samju
Strawberry Wine,['Deana Carter'],3ODF56f90W3qxDqxHAUi3v
White Lightning - Single Version,['George Jones'],7o68KX6XyCS9lydBTH6TCP
She's Got You,['Loretta Lynn'],2EgDcCKB0OkrT0xKWfmVwq
On the Other Hand,['Randy Travis'],5MkOctZG8LI9uHzpY7ncWj
I Got the Boy,['Jana Kramer'],6VZCuvHwk3xmjwgKga0bNi
Straight Tequila Night,['John Anderson'],5pd09tZmcXpyaXcuzs1p7J
Are You Sure Hank Done It This Way,['Waylon Jennings'],4eH47ofIZbrbKwmLJSu5hb
Gimmie That Girl,['Joe Nichols'],4bT9arnOOeRLIn52sLjTIh
Any Man Of Mine,['Shania Twain'],0pdfN7nOHMYmKykzu1cyfm
Green Green Grass Of Home,['Porter Wagoner'],5TLkHWQBlL3sMDteMbskzi
Leave The Night On,['Sam Hunt'],3wx2kQWPn9p5UppQbNhPAk
Tryin' To Get Over You,['Vince Gill'],2rKtSHDkql7aZuWKUdSylq
Dust On The Bottle,['David Lee Murphy'],0Xg68XXMRWzKQvD5S6BFvI
Why Don't We Just Dance,['Josh Turner'],2p07VcUwRZ5sru3mJ0JogS
Together Again,['Buck Owens'],7FFD8nuOoXfrVFNTFvC6GO
Walkaway Joe,['Trisha Yearwood'],5pzoq7ggrA0GN3SMjy0NT8
Ten Rounds with Jose Cuervo - Recall Mix,['Tracy Byrd'],26J61MmE6YCWqIyROZdEgL
Coat of Many Colors,['Dolly Parton'],1l2Xmg54EUr3TDzNIaCr1z
The Good Stuff,['Kenny Chesney'],1EKiQ1InQXuodp4M1idrng
I Can't Stop Loving You,['Don Gibson'],3mewJ611cPqPIk8EQDiA12
A Country Boy Can Survive,"['Hank Williams, Jr.']",77dcKrzRUI02XjHd2okARp
Country Girl (Shake It For Me),['Luke Bryan'],0yD66650JxhqKbW76C2qCo
Do You Know You Are My Sunshine?,['The Statler Brothers'],7tDazHxWRxunXSloWkHIgN
Grandpa (Tell Me 'Bout The Good Old Days),['The Judds'],0ogTZlmFqg5xyFCMpRAEb4
Real Good Man,['Tim McGraw'],4ns2xaym21aBOOUN1vaBPJ
She Thinks I Still Care,['George Jones'],2gjwUEyO1O8zVunCbItrHu
All My Friends Say,['Luke Bryan'],539dFCMA8lfEElDPgGpcIB
Except for Monday,['Lorrie Morgan'],7JtjHUIuLcPaEKZiUBXPC6
There Goes My Everything,['Jack Greene'],4w6KzdRpUwyKfEf4vFLeiI
Remember When,['Alan Jackson'],1nCSr7oGeUv7sUEoYuAJFF
We've Got Tonight,"['Kenny Rogers', 'Sheena Easton']",5vXsj8L4DK1gGQ43BBG028
Don't Take Your Guns to Town,['Johnny Cash'],0p7QF136UOOUHnyU8CuZra
Save It for a Rainy Day,['Kenny Chesney'],6wfTb2he5ANMQSFnlamnyi
I've Always Been Crazy,['Waylon Jennings'],2rmNddZ5XSLhpow3uBHo65
Don't Close Your Eyes,['Keith Whitley'],3eIc0XWlqNkT290DfwNyBJ
Watching You,['Rodney Atkins'],5OusUgzHz6Ulb3GZT7WUo5
You're Still The One,['Shania Twain'],1wb4P4F0sxAQ2KXrRvsx6n
Amarillo Sky,['Jason Aldean'],0axUHkhMMY0YSC1jFBVWqv
Georgia On My Mind,['Willie Nelson'],1HhXBDM4vhNiOiSU9BBBug
It's A Little Too Late,['Mark Chesnutt'],1vFyOiwgezbBMIFtT4t0it
Runnin' Outta Moonlight,['Randy Houser'],6enPOmd3vSFpI4jjms8kXN
Big City,['Merle Haggard'],7MYCBhcWtRSJ7YXTfIHlI8
You Look So Good In Love,['George Strait'],5BYOLEoFD1fWokKncxz7BQ
Every Storm (Runs Out Of Rain),['Gary Allan'],6hIS1u7nuJmFE12rXAPMxm
I'm the Only Hell (Mama Ever Raised),['Johnny Paycheck'],3NfexsDdbxMMwfK3VRZChL
Wild One,['Faith Hill'],0qrst0xZAZ0NtMtuUcEq0f
Knee Deep (feat. Jimmy Buffett),"['Zac Brown Band', 'Jimmy Buffett']",1yEwEiTpsaPhQi9lb5EVV4
Texas (When I Die),['Tanya Tucker'],2JqxrHRAtnrkczEZEzAKV2
Free And Easy (Down The Road I Go),['Dierks Bentley'],4Ng7hGdPwpINleVecBWiOO
God Blessed Texas,['Little Texas'],4qkshp4FWe0msInDWTbBlR
Baby Girl - 2nd Version/Remix/Album Version,['Sugarland'],5x6zdbGeaOpX3XeZmz4wck
I'll Go To My Grave Loving You,['The Statler Brothers'],5dHm2RIrUncTtoeDaBo76F
Please Remember Me,['Tim McGraw'],4C5pVpypNmXpSN42rIqmpK
Where I Come From,['Alan Jackson'],6ej1QJ8eIYmhsyTlvgDajy
Ain't Worth the Whiskey,['Cole Swindell'],3OZVqx1YsqDDkxQ6TnmHtn
Some Broken Hearts Never Mend,['Don Williams'],6J4Y8Wvb631w5UVxa1xX8T
Give It Away,['George Strait'],1qHRFZE8qykNXYZadzmi1m
I'm Already There,['Lonestar'],34Vn9nKfztyLco9lJazy4j
Ruby Don't Take Your Love To Town,['Kenny Rogers'],3MoCJ7TOCMlFdyeBEHt24q
Every Light In The House,['Trace Adkins'],2A7j0RLnzvvlUFrevBiOQf
Whatever It Is,['Zac Brown Band'],4o8STNAL91xc7EvuvqSKk1
Country Must Be Country Wide,['Brantley Gilbert'],454JIJlQ8GvrCoBvSfq3KA
500 Miles Away from Home,['Bobby Bare'],71gllRzHoMKgU7b2y0OfM7
Whose Bed Have Your Boots Been Under?,['Shania Twain'],2ugGNNwNaJdiusX3aLOMUy
Sideways,['Dierks Bentley'],19DnL1HnJiijuEfaiS0Eus
Silver Wings,['Merle Haggard & The Strangers'],32vPOj5lZCgQjMdOE40yKX
Barefoot Blue Jean Night,['Jake Owen'],3ts6xK5GzfMAAriT9AIBmP
"Guitars, Cadillacs",['Dwight Yoakam'],3HtCJiLV8GH87AViMtUKhO
Where I Come From,['Montgomery Gentry'],10ps1I1sIMRNZW11eceN7W
Before the Next Teardrop Falls,['Freddy Fender'],3awuorsQsio2PUOvzq3hpd
She's Country,['Jason Aldean'],0PspNrE4MSjr1JeB4OW0jn
Rose Colored Glasses,['John Conlee'],1Ko3qmw2ItUEefsjDjpLWL
Small Town Saturday Night,['Hal Ketchum'],7uLQTOxQ3nwwoHuxwt2AHJ
In Color,['Jamey Johnson'],7CNd7rjfVt74TFlcOcnZgN
Mercury Blues,['Alan Jackson'],7JiCaZ93B0hdj3XwFqwn4W
Someone Else Calling You Baby,['Luke Bryan'],7DkzLcSXS4KhSvbvIJja3M
No One Else On Earth,['Wynonna'],52PGtJuGEFNVOnRdLac1Av
Bob Wills Is Still the King,['Waylon Jennings'],3ZgrRbLGUtmtzmubeiRRIb
"No Shoes, No Shirt, No Problems",['Kenny Chesney'],208bYsadJ56km31IENM2qS
Coward Of The County,['Kenny Rogers'],0JkIre0YxNmKGMU5V7ZiDx
Wasted,['Carrie Underwood'],5d98TnYzxQmFE4vKgzWXuT
Love in the First Degree,['Alabama'],1rkpNfn7l4PcAreJwht9JO
Alcohol,['Brad Paisley'],5wKaxpvqXq95IaoAVPLgoi
Lynda,['Steve Wariner'],7s2a5SsVbvNNo0MM9dAJqX
Gone Country,['Alan Jackson'],1A0I5aiVZRwecRlbQcweBh
Voices,['Chris Young'],5pemEFax3jfocz4FGHa3UC
Today I Started Loving You Again - Remastered,"['Merle Haggard', 'The Strangers']",1uhOlcBHzde5ze9BnGYMvF
When She Cries,['Restless Heart'],61EQfJXizp4MIpLYWyLoQI
Bless The Broken Road,['Rascal Flatts'],4YjjNHtEsTX6Af4mCTupT5
Walking The Floor Over You,['Ernest Tubb'],6GkShOcwtIKhviDaYiNSU7
Do I,['Luke Bryan'],7A5CReD6yWe0rrkJym34QI
Be My Baby Tonight,['John Michael Montgomery'],2P9Cn8LEt0mK0WD6iCYokP
My Kinda Party,['Jason Aldean'],215FCyLSBcXeX0NASXEjyn
Wine Me Up,['Faron Young'],2QS8C4T3H1hYpnADMpq8Uz
Killin' Time,['Clint Black'],4H2TRR9FjnnIwxGnIt9stO
You'll Think Of Me - Single Version,['Keith Urban'],0lZxd99ZIjA0zUdQAY3FXr
Blue Skies,['Willie Nelson'],33LQxf2T3Jbgw3XQ1H3LMY
Ain't Nothing 'Bout You - with Brett Young,"['Brooks & Dunn', 'Brett Young']",2BPiamp7M8ARGtxjNyTZWf
The Race Is On,['Sawyer Brown'],3kg4W7OIAVSNTLjXArK0Kn
Set 'Em Up Joe,['Vern Gosdin'],3NK1S43wIXbYhWHCjQOrnM
Walking In Memphis,['Lonestar'],3c9WJhG3QvTtHmwKb5wz3i
Indian Outlaw,['Tim McGraw'],1fYypIR0kaFzaSRbzvtjl9
Our Song,['Taylor Swift'],15DeqWWQB4dcEWzJg15VrN
Fist City,['Loretta Lynn'],6BLoKpgWtQbYqFDFUp9ApX
When She Says Baby,['Jason Aldean'],3gVRILe7XCyNakb6sy5umX
Louisiana Saturday Night,['Mel McDaniel'],50PU05RTGva8laKDwxED9Y
Big Star,['Kenny Chesney'],6BJOQ94yeGXYwuR6X9QO1N
Marie Laveau,['Bobby Bare'],7nIcb2zJj0HPNws3PRCl7k
My Town,['Montgomery Gentry'],5M8oqeozsjPMSXbkjo0SyD
Seven Year Ache,['Rosanne Cash'],2bYp7DYfjXULM24FUh9Z3Q
Mayberry,['Rascal Flatts'],04rZkq3ihHmGNfKPgBiTX1
Your Good Girl's Gonna Go Bad,['Tammy Wynette'],4kW1AWi4wFNWTyetHs6xdO
Downtown,['Lady A'],4kY7rYtE4OQkJNq22OIYRI
"Long-Legged Guitar Pickin' Man (with June Carter Cash) - Live at Annex 14 NCO Club, Long Binh, Vietnam, January 1969","['Johnny Cash', 'June Carter Cash']",2m60tYpmxxYR5em1hZwplh
Born Country,['Alabama'],1TZ4xBavEWYZaSGPuZTtXr
You,['Chris Young'],3VCWhe7AtBrkhour9t6dq6
I'm Gonna Hire A Wino To Decorate Our Home,['David Frizzell'],7uibDEY8qNGyL3NXfkAaQc
Get Me Some Of That,['Thomas Rhett'],4O1CExxinEpKZi3861NlTK
Here You Come Again,['Dolly Parton'],6H7nDglS6xWpRidbhMwI2L
You Decorated My Life,['Kenny Rogers'],6SFeCisbYSqaQwL9hucoF2
Before He Cheats,['Carrie Underwood'],0ZUo4YjG4saFnEJhdWp9Bt
Love's Gonna Live Here,['Buck Owens'],0svhKL5JfIxASjbmEkxXKV
Ol' Red,['Blake Shelton'],5wane5dFpp8xgriui6y0c7
The Bottle Let Me Down,['Merle Haggard'],4zzcta2PO7TIs9YuXZ6G2u
Come Over,['Kenny Chesney'],6BCrbWBpb8d6KWmEqZ41tr
Love Bug,"['George Jones', 'The Jones Boys']",1fenC1S8YwxCSdo24vE4rd
Crazy Little Thing Called Love - 2002 Remaster,['Dwight Yoakam'],5Jc5FzzI9xN8cYDiKlKpr1
Farmer's Daughter,['Rodney Atkins'],5zGqTc1WQUe8XqqdnrpKTV
I'm Movin' On,"['Hank Snow, The Singing Ranger, And His Rainbow Ranch Boys']",446eGf6Afa6PuZYTsF19U1
Mama's Broken Heart,['Miranda Lambert'],2mXsZsJBThTaJXbNcg5QD4
"I Like It, I Love It",['Tim McGraw'],3IvcWWehbBcBR4YZxlGM9R
That's My Job,['Conway Twitty'],2NPjXgWmTmpKg5lelNUDDQ
I Run To You,['Lady A'],2YVCkTYJpv5jelYrHYoEG8
One's On The Way,['Loretta Lynn'],6QHGdUv7dGs8qB5Kok7UZL
Aw Naw,['Chris Young'],53Dj5PCDhb22qWqmre3YQs
I Told You So - feat. Randy Travis,"['Carrie Underwood', 'Randy Travis']",4W3QcMXjWVYEiNe4khtNUF
How Country Feels,['Randy Houser'],6aUhfNWYnMThF3TGtuYUUu
Country Sunshine,['Dottie West'],4jE0JNXJ2H3UdhoYBeu8st
Red Dirt Road - with Cody Johnson,"['Brooks & Dunn', 'Cody Johnson']",5zMy6fM0mZebBMBZQuAVEA
One More Last Chance,['Vince Gill'],2h5a6t9JFasqH5WJFPbmGL
I Like Beer,['Tom T. Hall'],62LwrIfpXJNc8uhnbACBvl
Somethin' 'Bout A Truck,['Kip Moore'],6Ymvlzom4TQeoKqAWsZRD8
Homegrown,['Zac Brown Band'],1qwnPVOIJjAFfCc40Etb1D
Down On The Farm,['Tim McGraw'],65N3RYCN1DgfY0Zcv5k9kr
That's the Way Love Goes,['Merle Haggard'],29ZJSsfmcSJcShl44iXuP1
Beautiful Mess,['Diamond Rio'],7LvK43IERbcLsuabmyKQgi
Some Girls Do,['Sawyer Brown'],37JPdGgYcQAJSElj5boJx8
Don't the Girls All Get Prettier at Closing Time,['Mickey Gilley'],0dFPe0V76Q9eXHbXVxG3C9
Pontoon,['Little Big Town'],2Gy3XMLbBxACZ4tXdFRGr7
"Love, Me",['Collin Raye'],5cCLKP66G2PJEorzYQVXHR
Would You Go With Me,['Josh Turner'],1KhrAWvLIjRlQIJtSTgvsi
If You've Got the Money I've Got the Time,['Lefty Frizzell'],3N0jGYbGjlfxAPPOQ3m1x5
"Tall, Tall Trees",['Alan Jackson'],5JkGBzxQ6qqf6MSzuLnjV2
Ticks,['Brad Paisley'],736KP0gdltJQWPKk0wVL7l
Skip a Rope,['Henson Cargill'],2kzVFcp3kSU1Qld4dYBM7L
Time Marches On,['Tracy Lawrence'],2TIEeLrOQrGnO2D2OeDDJu
My Next Thirty Years,['Tim McGraw'],7AHw9SfOITU9Q7sj3V5vxV
Don't It Make My Brown Eyes Blue,['Crystal Gayle'],7Jpclr7tZ6aQXjoKzWXUJV
Pickup Man,['Joe Diffie'],3QvOV1QYPPre7gjppKyeON
I Don't Want This Night To End,['Luke Bryan'],0cV4xwUA4ue2deqq4CZFko
Faster Horses (The Cowboy And The Poet),['Tom T. Hall'],11QUG7teTcHUXgP1KsdvuX
I Drive Your Truck,['Lee Brice'],6aPc6SSWgTsiXrrUpJCPlj
Carrying Your Love With Me,['George Strait'],7puxIVNdj5nsBJk43zM3bH
Why Does It Have to Be (Wrong or Right),['Restless Heart'],0IdSezptoRChPUve2I2fEM
Summertime,['Kenny Chesney'],30ZGbfPsjDNCgL21Qzciuj
Backside Of Thirty,['John Conlee'],5z7jt7UnqQOhiGOUbajw1V
Over You,['Miranda Lambert'],3fDsErbmOD3TuaSDuxSXav
Take Me Down,['Alabama'],0vF93CIaoyM4g4R5KofEUw
These Days,['Rascal Flatts'],5nWgEBtaRwVrCMjer1RtLm
Move It On Over,['Hank Williams'],0Mur5jhkaTCaSbLZgx5fb3
I Believe In You,['Don Williams'],2XQUerfdDAi7Ncla2a4skr
I Loved Her First,['Heartland'],0fZq48okuWkpAgjsWogAJ4
Jolene,['Dolly Parton'],2SpEHTbUuebeLkgs9QB7Ue
This Is Country Music,['Brad Paisley'],6Ray43gNA6LZxareyESwNk
Blame It on Your Heart,['Patty Loveless'],1mICUTQCbRkAvGmO0cwoAz
Fly Over States,['Jason Aldean'],17X2tSzibD9n9QRjdExcWT
Help Me Make It Through the Night,['Willie Nelson'],1AEIcbTAlHCufCsTIHulZF
American Honey,['Lady A'],4xInIiKipU1mtUogJ3ZdYr
Could I Have This Dance,['Anne Murray'],7BCgPuJDZgPwOv1E4p6Cvq
Til My Last Day,['Justin Moore'],3mHAyclWdtFASQuobdnDf8
Silver Threads and Golden Needles,['Linda Ronstadt'],35zwqAY2glpqDm9PM5h9el
Talladega,['Eric Church'],1TKlBK9cSrM5u4CiL4SETS
A Thousand Miles from Nowhere,['Dwight Yoakam'],2rjeRpzY5eKn2zZMwAfuod
Pure Love,['Ronnie Milsap'],5ZY7eLBhtDSRXdqLKMvWO1
Some Beach,['Blake Shelton'],7kWeSMXLxUHHOkFxsS0vhP
Coca Cola Cowboy - Live,"['Gaither', 'Mel Tillis']",5Z53DsDtQ3H474nRstsksf
Wild Angels,['Martina McBride'],3jc0BIzhjQO96AUgl0WQW8
Never Wanted Nothing More,['Kenny Chesney'],2q49JWdTqa951SdCXZW44g
El Paso City,['Marty Robbins'],4CIaUS9qVxS6RsQBnC37EU
That Ain't No Way To Go,['Brooks & Dunn'],31qE8JaRGoHtzo4YOuZi5i
Write This Down,['George Strait'],1TanmIWbaUj5NVwJ3k4XPd
This Is How We Roll,"['Florida Georgia Line', 'Luke Bryan']",2TR7A4ulH9R1PNwMyd8o8U
I'm Just an Old Chunk of Coal (But I'm Gonna Be a Diamond Some Day),['John Anderson'],6fTFy2nIb245lkgNLSgK8u
I Can Take It From There,['Chris Young'],4elsQHzndSMtjrsbcwnZgf
She Got the Goldmine (I Got the Shaft),['Jerry Reed'],0AbYscoIblUGiNqn2Iw6fq
Come Back Song,['Darius Rucker'],4sHOAALFZiNa4wukjPSBpq
(If You're Not In It For Love) I'm Outta Here!,['Shania Twain'],6Lst3nF4McKOTLSLuTvLhw
Rainy Day Woman,['Waylon Jennings'],3wHN3AHKtry9HxqOF6gwwe
Bartender,['Lady A'],6olKv2HP3XgBpvVxAswowe
She's Acting Single (I'm Drinking Doubles),['Gary Stewart'],3G67yAAMfGXQvOeNu7h3FJ
XXX's And OOO's (An American Girl),['Trisha Yearwood'],08c3wmdjKSjxTJY9cHSts7
Picture (feat. Sheryl Crow),"['Kid Rock', 'Sheryl Crow']",69j0KoPJuwpnbGWrfn7Yll
Old Alabama (feat. Alabama),"['Brad Paisley', 'Alabama']",3OMpIoONQH8rSscaZLozFQ
Wide Open Spaces,['The Chicks'],6cjwec9ii5uLK7CDfPBYt1
Crash and Burn,['Thomas Rhett'],2Fk0WwAqTBesLtKg97nojy
Highway 20 Ride,['Zac Brown Band'],7J06GPr8b6A0zRHTZhah6s
You've Never Been This Far Before - Re-Recorded In Stereo,['Conway Twitty'],2aqHQzbPcrMl6m37ndVHOQ
T-R-O-U-B-L-E - 2003 Remaster,['Travis Tritt'],2yB8Eo8f8OL7gYEBL8qT4G
Hey Girl,['Billy Currington'],4CcrLWFQY4dRGMbUR59cSp
The Bluest Eyes In Texas,['Restless Heart'],1vYf97tjbKVPXHK4oQPU0T
Undo It,['Carrie Underwood'],1Fo2N5iXRi37maMboaig7O
Something More,['Sugarland'],3C3oknuBLo3jxhmRk67glu
The Year That Clayton Delaney Died,"['Waylon Jennings', 'Willie Nelson']",3YskU7Rb5ONzWfe7Unpdax
Wink,['Neal McCoy'],3VffiMehjhfqo7XZ5zGpCP
When the Sun Goes Down,"['Kenny Chesney', 'Uncle Kracker']",6KbpvmsV6L8JsON1C3JHAV
All The Gold In California,['Larry Gatlin & The Gatlin Brothers'],5NBbYPv6iAyrHFnSI1VSBa
Who I Am,['Jessica Andrews'],0rK4HCKzv2r1IXqKX3DKpq
She's My Kind Of Rain,['Tim McGraw'],2gFBNU0hoprOypWeEU5D1p
Angel Flying Too Close to the Ground,['Willie Nelson'],6oYqwLEYsuw71VPCuwBRFS
Third Rate Romance,['Sammy Kershaw'],4GSN9c1phm6nwhYIelbyn7
Hell Yeah,['Montgomery Gentry'],6QUs5z2uEbSGZJpPGMfgQA
"Love Without End, Amen",['George Strait'],4pFNWAU8e8F32NQkMyLAZi
Thanks A Lot,['Ernest Tubb'],6DOs7zVjo75KeamWzuJcm8
Why Didn't I Think Of That,['Doug Stone'],4s9JGX0flu9KcxZziV3I0C
Redneck Crazy,['Tyler Farr'],4lcXNTm9JrQpJYXqsENmFI
The Way You Love Me,['Faith Hill'],6vgN6KGstss0GnBbKlMNK9
Passionate Kisses,['Mary Chapin Carpenter'],46d72HjfyfN18PpRNzIRqY
"Courtesy Of The Red, White And Blue (The Angry American)",['Toby Keith'],0M7mWKqwTIaVjYyxfZmtTa
Would You Lay With Me,['Tanya Tucker'],6uWi4dfFCcBnzzsfKirvio
The One That Got Away,['Jake Owen'],7oizkVPKiJYU5CyTjrcVp0
Blue,['LeAnn Rimes'],1g5EcKDECPxeI7kgkvcbxm
Easy Loving,['Freddie Hart'],126s9Yi5rRxPt6GEWrmXAF
Lot Of Leavin' Left To Do,['Dierks Bentley'],2S2dKZqymLiKM89JtQX2ki
Living in Fast Forward,['Kenny Chesney'],5ZuTYT8bW7HmsjqNDm7TrP
Eighteen Wheels And A Dozen Roses,['Kathy Mattea'],6EGRx5TVuHAsmy3JKb8SRC
Better Life,['Keith Urban'],2ioOpr2HvAMVhuAmDtAV8h
All My Rowdy Friends Are Coming Over Tonight,"['Hank Williams, Jr.']",67S1POEmchWHyss0nboDDN
Ramblin' Fever,['Merle Haggard'],7GwnjMIdDZzA1xndx9RRT9
It Goes Like This,['Thomas Rhett'],6GsAD8PgHxmEuIPTG8GP3M
Baby's Got Her Blue Jeans On,['Mel McDaniel'],56BG1hMSEkIN7IA2E4xNuN
The Party's Over,['Willie Nelson'],3A9jxTBQFZ2p5AjaMhJu6y
The Keeper Of The Stars,['Tracy Byrd'],5WEK4szbQp9c7ZK6LkYd9k
Leave the Pieces,['The Wreckers'],1VnQfAPIHwFImjfO9gnyUt
San Antonio Stroll,['Tanya Tucker'],2qXR5YWhvtYIoewHjvflss
Keep Me in Mind,['Zac Brown Band'],7zNM46fo01dCBidY4yGNTZ
My Baby Loves Me,['Martina McBride'],01RVupyBFNuALcAFZjL4FY
Ladies Love Country Boys,['Trace Adkins'],13Oda4GsHXzRAfquxWkrzA
Trashy Women,['Confederate Railroad'],5c15axZrDZtzqYsomtEwTz
San Antonio Rose,"['Patsy Cline', 'The Jordanaires']",6RJa6k6LCzyTlP3QXPDJRP
I Love This Bar,['Toby Keith'],32jHB7W9b08OTorAqR0cJo
My Best Friend,['Tim McGraw'],3JEPfsHlaIfPsB6I8BY4Sl
Ballad of a Teenage Queen,['Johnny Cash'],5HwAaXDLVDgVcoGIjDRANK
My Wish,['Rascal Flatts'],6Gfmj0HbpvxTdW0sdlzTDU
Heartland - Pure Country/Soundtrack Version,['George Strait'],0U4R6UqrJo43TmImPku9H8
All of Me,['Willie Nelson'],0zJX5uqpDt4ThIctFcYVcN
She's Got It All,['Kenny Chesney'],4l8u5h7OjkZo2UmyUoeKYJ
A Little More Country Than That,['Easton Corbin'],7LrZ3SczM7zlUkVlhevPp2
Mind Your Own Business,"['Hank Williams, Jr.', 'Reba McEntire', 'Willie Nelson', 'Tom Petty']",4raGevWiW8i1gactXulebp
Over,['Blake Shelton'],2tE8dp7Xvhx9bfqHfqs0GJ
Nobody,['Sylvia'],1IyktkUQ3ktjlc6eDXG967
A Little Bit Stronger,['Sara Evans'],5FIp4LrsffxiHLhmmpCbCx
Bartender's Blues,['George Jones'],57DG9DcC0qHS2zAMYVXys9
Alibis - 2007 Remaster,['Tracy Lawrence'],2TPm21kwmgRhx3kJfJmdrB
Lady Lay Down,['John Conlee'],5qWrtExTlcssB8EuRGhBlj
Redneck Yacht Club,['Craig Morgan'],4etE2X6t7GmyiuYLIdI8H5
Why'd You Come in Here Lookin' Like That,['Dolly Parton'],5oheUEVCpJllnImTs5nNiS
Waltz Across Texas,['Ernest Tubb'],5qcV5clJAkANdGbiqhXvXT
Every Mile A Memory,['Dierks Bentley'],4g1KdhosR6v8qCT1F1Njev
She Just Started Liking Cheatin' Songs,['John Anderson'],2vIEIAq2biseC67LvXb9q8
Sangria,['Blake Shelton'],0p1HtkrNYxv0iDfEKwXSTp
Old Flame,['Alabama'],5zyTd9wvMWASK3TDJglmDi
Running Bear,['Sonny James'],6wkrULQ7AzurQ0KpXzFDbH
Night Train,['Jason Aldean'],5ytc87gcx6dZ4nWRNykinV
It's Such A Pretty World Today,['Wynn Stewart'],32zPvvt7K2nZIbQl7cMM3F
Honky Tonk Man,['Dwight Yoakam'],3Hbm5luuxJheCKJheYAVbZ
Out Last Night,['Kenny Chesney'],4QoZGQ8woaho94v629kVl1
Does He Love You,"['Reba McEntire', 'Linda Davis']",0wFQnci5YCcwbKAWNBzqiA
See You Tonight,['Scotty McCreery'],54RCDE1TAewECyX4WDUVm1
Carried Away,['George Strait'],3wGoIFHqCl36tu9Ne3guos
Swinging Doors,['Merle Haggard'],6Ja76N5EcdHrZCGfsWNeGo
Boondocks,['Little Big Town'],3duP6mBVDsHM8ioN7o7dAK
I'm From The Country - Single Version,['Tracy Byrd'],5Lwc3DTWzX6JaW2x2PZezt
The Wurlitzer Prize (I Don't Want to Get Over You),['Waylon Jennings'],39vRhTRqO7qQggd8aID96o
Anywhere With You,['Jake Owen'],2yWtLaPCOUDyi7f1lOXCn5
It Must Be Love,['Alan Jackson'],16OFkCrdYH524sqvTPt6CT
You and Tequila (feat. Grace Potter),"['Kenny Chesney', 'Grace Potter']",1t2hJFgJyUPD2crOafMUEk
Man in Black,['Johnny Cash'],7wL9EVloIobMw22rT7Ve8x
Prop Me Up Beside The Jukebox (If I Die),['Joe Diffie'],53AfG8mkV8B0MzfymQmIvj
There's A Honky Tonk Angel (Who'll Take Me Back In),['Conway Twitty'],5GdOSrfBDnfixqnAm1MGjf
Take A Little Ride,['Jason Aldean'],2o5mwv7hvas1jdUg14Nihv
